REF. OBJET;PERIODE;PRIME ;PUISS.OBJET;MARQUE.OBJET;USAGE;VALEUR ASSURE;AGE.CONDUCTEUR;AGE.OBJET;SINISTRALITE;NATURE.SIN;DATE.SIN;MONTANT REMBOURSE;SIN.2021
3097TU197;364;708 924;5;CHEVROLET ;1;20 000 000;42;5;0;;;0;0
7231TU196;180;255 826;5;RENAULT;1;16 000 000;50;5;0;IDA;30/05/2021;850 000;1
1089TU98;364;547 468;9;IVECO;3;10 000 000;60;25;0;BG;15/06/2021;270 000;1
4603TU221;180;1 250 343;8;TOYOTA;4;64 900 600;48;1;0;BG;26/09/2021;963 419;1
4303TU191;180;698 568;4;SKODA;1;33 980 000;45;6;0;;;0;0
4777TU166;180;604 526;5;RENAULT;4;10 000 000;42;9;1;;;0;0
36TU111;364;544 025;4;VOLKSWAGEN ;1;14 000 000;26;18;0;;;0;0
8656TU117;180;195 846;4;PEUGEOT;1;10 000 000;38;17;0;;;0;0
2571TU221;364;4 264 540;21;LAND ROVER;1;400 000 000;40;3;0;;;0;0
9510TU166;364;979 660;7;CITROEN ;3;25 000 000;8;13;0;;;0;0
3455TU66;180;325 593;5;CITROEN;1;8 000 000;36;29;2;;;0;0
4539TU221;364;1 461 249;5;KIA;1;59 000 000;37;1;0;;;0;0
4766TU221;180;1 321 986;5;KIA;1;59 980 001;33;1;0;;;0;0
9455TU166;180;547 444;5;VOLKSWAGEN ;1;40 000 000;41;9;0;;;0;0
4130TU203;180;456 740;6;DACIA;3;25 000 000;5;4;0;;;0;0
3125TU95;364;498 188;10;MAZDA;3;10 000 000;39;22;0;;;0;0
9703TU156;180;440 616;7;PEUGEOT;3;20 000 000;22;15;0;;;0;0
2595TU94;364;643 244;8;CITROEN ;3;10 000 000;44;26;1;;;0;0
4223TU129;364;528 652;8;IVECO ;3;10 000 000;63;15;0;;;0;0
9264TU120;364;561 668;7;CITROEN;3;10 000 000;48;22;0;;;0;0
9060TU95;180;460 462;8;VOLKSWAGEN;3;10 000 000;31;22;0;;;0;0
5032TU221;365;2 170 826;5;KIA RIO ;1;55 480 000;56;1;0;;;0;0
4721TU221;364;2 286 544;5;KIA;1;59 980 000;29;1;0;;;0;0
229TU157;364;454 526;5;VOLKSWAGEN ;1;8 000 000;68;10;0;;;0;0
2203TU149;364;723 639;8;IVECO;3;8 000 000;41;16;0;BG;25/03/2021;325 134;1
2614TU167;364;680 204;7;PEUGEOT ;3;10 000 000;54;9;0;;;0;0
765TU59;180;240 056;5;FIAT ;1;10 000 000;57;36;0;;;0;0
5457TU221;180;1 064 213;5;KIA ;1;56 480 000;28;1;0;;;0;0
RS147243;180;488 238;29;RENAULT;3;20 000 000;40;12;0;;;0;0
7227TU157;180;409 234;7;VOLKSWAGEN ;3;10 000 000;37;10;0;;;0;0
7584TU169;180;470 532;5;RENAULT;1;20 000 000;28;7;0;;;0;0
9306TU99;364;566 492;4;RENAULT;1;10 000 000;29;21;1;;;0;0
4959TU221;364;1 471 680;34;HUMMER;4;50 000 000;34;19;0;;;0;0
CW159JE;19;167 200;10;BMW ;1;8 000 000;31;17;0;;;0;0
166TU210;364;1 262 988;5;KIA;1;40 000 000;29;3;0;;;0;0
4026TU203;364;489 770;4;FIAT;1;22 000 000;64;9;0;;;0;0
8089TU86;364;518 086;4;VOLKSWAGEN;1;8 000 000;34;24;0;;;0;0
RS214628;180;859 876;8;RENAULT ;1;60 000 000;30;6;1;;;0;0
3392TU129;364;489 604;6;PEUGEOT ;1;20 000 000;43;15;0;;;0;0
7993TU76;364;953 540;11;MERCEDES-BENZ;1;25 000 000;22;26;0;;;0;0
2655TU179;364;636 892;8;ISUZU;14;20 000 000;36;8;0,5;;;0;0
4018TU121;183;351 088;32;MERCEDES-BENZ;3;20 000 000;63;20;0;;;0;0
6077TU101;183;358 381;5;OPEL;1;13 000 000;42;21;0;;;0;0
6898TU78;183;274 593;4;FIAT;1;8 000 000;27;26;0;;;0;0
7371TU123;183;403 612;5;VOLKSWAGEN;1;20 000 000;43;16;0;;;0;0
5024TU221;364;1 135 420;5;KIA;1;50 000 000;49;1;0;;;0;0
6158TU195;364;919 924;7;VOLKSWAGEN;3;25 000 000;43;5;0;;;0;0
7903TU145;364;1 018 738;5;RENAULT ;1;12 000 000;46;12;0;;;0;0
6624TU58;364;648 068;10;O.M ;3;10 000 000;36;32;0;;;0;0
8721TU140;183;403 746;10;FORD ;3;10 000 000;46;13;0;;;0;0
4308TU142;183;364 250;5;FIAT;1;19 000 000;44;12;0;;;0;0
1759TU170;364;728 416;7;KIA;1;30 000 000;42;8;0;;;0;0
5058TU72;364;472 532;10;MERCEDES-BENZ;1;10 000 000;64;40;0;;;0;0
6876TU221;364;2 848 596;6;SSANGYONG;1;64 800 482;22;1;0;;;0;0
6540TU158;183;297 420;5;CITROEN;1;25 000 000;58;10;1;;;11 515 732;1
6816TU221;364;472 051;4;HYUNDAI ;1;20 000 000;42;1;0;;;0;0
3828TU194;364;655 648;6;PEUGEOT;3;10 000 000;24;11;0;;;0;0
6173TU188;89;181 340;5;DACIA;1;8 000 000;42;6;0;;;0;0
4255TU163;364;914 063;5;FORD ;1;26 000 000;22;9;1;;;0;0
69TU132;183;299 016;6;VOLKSWAGEN ;1;10 000 000;57;14;0;;;0;0
9826TU149;183;299 016;4;RENAULT;1;18 000 000;38;20;0;;;0;0
9254TU119;364;452 858;5;RENAULT ;1;12 000 000;58;17;0;;;0;0
2300TU76;364;415 966;5;PEUGEOT ;1;8 000 000;54;32;0;;;0;0
3013TU159;183;792 808;5;RENAULT  ;4;10 000 000;76;10;0;;;0;0
8715TU30;183;434 937;8;PEUGEOT;3;8 000 000;65;43;1;;;0;0
7243TU156;364;532 970;5;FORD ;1;18 000 000;40;14;0;;;0;0
4063TU219;364;1 105 820;7;VOLKSWAGEN;1;50 000 000;55;9;0;;;0;0
1731TU78;29;147 200;10;BMW ;1;8 000 000;29;26;0;;;0;0
9549TU83;364;888 403;29;SCANIA;2;10 000 000;30;24;0;;;0;0
REM83875;364;941 473;5;COMET ;2;8 000 000;32;12;0;;;0;0
4924TU169;183;298 612;8;MERCEDES-BENZ;1;20 000 000;27;36;0;;;0;0
3846TU76;183;627 583;29;SCANIA;2;20 000 000;28;26;0;;;0;0
3416TU108;179;434 281;9;MAZDA;1;10 000 000;46;19;0;;;0;0
5613TU221;364;1 919 905;5;SUZUKI;1;46 500 000;42;1;1;;;0;0
6584TU201;183;362 912;5;RENAULT;1;20 000 000;50;9;0;;;0;0
6707TU221;364;1 542 105;5;KIA ;1;56 480 000;49;1;0;;;0;0
3081TU188;89;232 868;11;PEUGEOT ;3;8 000 000;45;9;0;;;0;0
3608TU165;183;317 407;5;CITROEN;3;15 000 000;42;7;0;;;0;0
2620TU114;364;641 428;12;MERCEDES-BENZ;3;10 000 000;37;23;0;;;0;0
6832TU139;364;606 776;8;JEEP;1;30 000 000;76;15;0;;;0;0
7104TU171;183;421 998;5;CITROEN ;3;20 000 000;37;8;0;;;0;0
6438TU147;183;470 525;10;MITSUBISHI ;3;23 000 000;61;12;0;;;0;0
7368TU145;183;600 026;5;RENAULT;4;10 000 000;52;12;0;;;0;0
1481TU158;180;406 320;5;KIA;1;25 000 000;29;10;0;;;0;0
